datetime,year,month,day,holiday,temp,tempmax,tempmin,humidity,precip,snowdepth,solarenergy,weather,dew,precipcover,windspeed,solarradiation,pothole
2015-02-17,2015,2,17,0,-8.3,-6.4,-11.5,63.6,0,9.2,14.5,3,-14.1,0,28.1,168.6,654
2015-02-18,2015,2,18,0,-14.4,-12.2,-17.8,57.3,0,9.2,7.6,2,-21,0,33.4,88.8,390
2015-02-19,2015,2,19,0,-17.6,-14.4,-20.8,48.3,0,9.2,15.5,1,-26.1,0,28,179.6,151
2015-02-20,2015,2,20,0,-12.5,-7,-19.1,59.9,0.07,9.2,8.5,6,-18.8,4.17,31.2,98.7,564
2015-02-21,2015,2,21,1,-3.8,-0.5,-7.5,69.7,0,9.2,10.4,3,-8.5,0,19,121.2,9
2015-02-22,2015,2,22,1,-7.4,-1.5,-14.1,56.1,0,9.2,10.5,2,-14.8,0,25.3,123.5,29
2015-02-23,2015,2,23,0,-14.6,-10,-18.6,48.6,0,9.2,17.2,1,-23.2,0,24.8,197.9,344
2015-02-24,2015,2,24,0,-7.6,-0.9,-14.2,58.7,0.07,9.2,12,6,-14.3,4.17,34.5,138.3,225
2015-02-25,2015,2,25,0,-5.9,-3.3,-9.9,60.8,1.61,9.2,12.5,6,-12.6,29.17,18.2,146.3,358
2015-02-26,2015,2,26,0,-8.7,-6.5,-14.5,66.2,1.49,17.6,9,6,-14.1,33.33,28.3,105.3,141
2015-02-27,2015,2,27,0,-13.1,-8.9,-17.2,55.4,0,18.9,17.5,1,-20.4,0,17.2,203.8,92
2015-02-28,2015,2,28,1,-11.1,-5.6,-18.8,62.6,0.14,16.8,15.9,6,-17.3,12.5,15.1,184.1,18
2015-03-01,2015,3,1,1,-6,-3,-8.5,77.6,0.32,16.8,7.9,6,-9.4,12.5,22.6,91.7,20
2015-03-02,2015,3,2,0,-4.2,0.1,-9.3,59.6,0,16.4,17.4,2,-11.1,0,17.7,204.1,27
2015-03-03,2015,3,3,0,-0.4,2.3,-3.3,78.3,2.63,13.7,2.7,5,-3.8,25,27.8,32,293
2015-03-04,2015,3,4,0,-5.6,0.2,-10,57.8,0,12.3,10.5,2,-12.9,0,25.3,124,189
2015-03-05,2015,3,5,0,-10.6,-7.9,-13.8,48.4,0,11.9,18.7,2,-19.6,0,20.5,216.5,273
2015-03-06,2015,3,6,0,-8.3,-2.7,-14.9,63.7,0,11.9,15.7,2,-14,0,32.4,182.4,210
2015-03-07,2015,3,7,1,2.3,7.5,-3.4,66.7,0,10.3,14.9,2,-3.4,0,26.7,172.8,25
2015-03-08,2015,3,8,1,2.5,5.1,-0.5,69.2,0,5.1,9.5,2,-2.7,0,18.9,115.1,45
2015-03-09,2015,3,9,0,4.3,10.4,-2.2,63.8,0,4,18.9,1,-2.4,0,14,218.4,511
2015-03-10,2015,3,10,0,6.2,11.5,2.6,85.5,0,0,10.6,2,3.8,0,18.9,123.7,424
2015-03-11,2015,3,11,0,6.3,11,1.7,66.7,0,0,17.9,1,-0.3,0,20.3,207.6,507
2015-03-12,2015,3,12,0,6.8,13.6,0.5,55,0,0,19.7,2,-2.2,0,24.5,228.3,446
2015-03-13,2015,3,13,0,10.4,18.4,4.3,53.2,0,0,11.1,2,0.7,0,14.4,127.5,268
2015-03-14,2015,3,14,1,10.5,15.8,5.1,60.1,0,0,17.1,2,2.4,0,28.4,197.9,33
2015-03-15,2015,3,15,1,9.3,17.5,1,58.9,0,0,15.5,2,1,0,27.9,179.3,69
2015-03-16,2015,3,16,0,15.9,23.1,8.7,45.5,0,0,15.8,2,3.9,0,31.4,184.8,461
2015-03-17,2015,3,17,0,4.2,7,1.1,48.9,0,0,20.9,2,-6.4,0,40.3,241.6,344
2015-03-18,2015,3,18,0,4.2,9.7,-1.5,38.7,0,0,14.9,2,-9.6,0,16.7,170.8,248
2015-03-19,2015,3,19,0,6.2,8.7,4.9,37.3,0,0,14.4,3,-7.5,0,25.2,166.7,229
2015-03-20,2015,3,20,0,6.6,10.2,3.9,70.6,0,0,15.7,2,1.5,0,23.5,180.9,304
2015-03-21,2015,3,21,1,5.1,9,1.3,73.2,0,0,19.3,2,0.4,0,28.2,223.9,75
2015-03-22,2015,3,22,1,0.6,1.9,-1.3,60.1,0.07,0,17,5,-6.4,4.17,25.2,198.4,215
2015-03-23,2015,3,23,0,-0.7,0.7,-1.5,81.9,6.58,8.3,10.3,5,-3.5,62.5,23.6,117.9,220
2015-03-24,2015,3,24,0,0.2,3.3,-3.8,63.8,0.04,8.8,17.7,5,-6.1,4.17,25.2,203.7,202
2015-03-25,2015,3,25,0,4.3,5.8,3.1,83.1,5.07,5,15.3,5,1.7,29.17,29.1,175.2,230
2015-03-26,2015,3,26,0,3.4,6.4,1.2,60.3,0,0,18.5,3,-3.8,0,23.8,213.2,324
2015-03-27,2015,3,27,0,-2.2,1,-4.2,58.2,0.47,3,22,5,-9.5,16.67,28.6,251.8,164
2015-03-28,2015,3,28,1,-1.7,1.9,-5.9,48.1,0,0,24.2,1,-11.9,0,16.6,278.8,185
2015-03-29,2015,3,29,1,2.8,9.7,-3.1,58.5,0.85,0,9.5,5,-4.7,8.33,37.8,112.5,207
2015-03-30,2015,3,30,0,9.3,17,2.5,52.9,0.28,0,19.7,5,-0.6,8.33,28.5,228.7,356
2015-03-31,2015,3,31,0,9.6,13.3,4.9,60.4,0,0,21,2,2,0,30.6,241.5,175
2015-04-01,2015,4,1,0,14.1,23,4.9,49.2,0,0,22.5,2,2.2,0,33.4,261.7,203
2015-04-02,2015,4,2,0,14.9,19.1,10.8,59.2,7.78,0,12,5,6.3,33.33,27.9,140.2,193
2015-04-03,2015,4,3,0,8.3,12,0.9,52.6,0,0,14.1,2,-1.3,0,29.2,164.7,328
2015-04-04,2015,4,4,1,7.1,15.5,-0.6,46.4,0,0,24.2,2,-5.3,0,33.7,280.2,167
2015-04-05,2015,4,5,1,13,19.6,8.6,32.3,0,0,22.8,2,-4.1,0,27.9,265.4,16
2015-04-06,2015,4,6,0,9.8,15.9,5.5,57.9,0,0,15.2,2,1.7,0,23.4,176.3,181
2015-04-07,2015,4,7,0,6.1,8.5,4.4,87.3,2.07,0,13.5,5,4.2,16.67,23.8,155.6,252
2015-04-08,2015,4,8,0,7.4,11.2,5.8,89.5,1.58,0,14.5,5,5.8,16.67,21.2,168.6,177
2015-04-09,2015,4,9,0,14.8,22.5,6.8,87.6,28.22,0,7.4,5,12.7,83.33,42.7,86.8,209
2015-04-10,2015,4,10,0,9.9,16.4,5.2,63.1,2.16,0,24.6,5,2.8,12.5,52.6,284.5,296
2015-04-11,2015,4,11,1,10.9,16.8,4.1,52,0,0,25.3,1,0.2,0,19.3,292.9,40
2015-04-12,2015,4,12,1,14.7,20.6,7.4,40.7,0,0,12.2,2,1,0,30.7,142.4,58
2015-04-13,2015,4,13,0,16.4,19.9,13.5,47.4,4.02,0,20.9,5,3.7,16.67,31.1,244.2,340
2015-04-14,2015,4,14,0,13.8,18.7,7.7,29.6,0,0,14.1,2,-5.1,0,15.3,165.2,224
2015-04-15,2015,4,15,0,12.7,18.1,7.2,36.8,0,0,24.8,2,-2,0,30.6,287.6,184
2015-04-16,2015,4,16,0,12,17.5,7.8,61.2,5.65,0,13.7,5,4.1,16.67,19.2,161.4,169
2015-04-17,2015,4,17,0,17.8,25.3,9.3,55.5,0,0,23.6,2,7.7,0,15.4,274.6,149
2015-04-18,2015,4,18,1,14.4,18.4,9.4,54.2,0,0,19.5,2,5.2,0,32.1,225.9,43
2015-04-19,2015,4,19,1,13.7,19.4,10,57.6,10.85,0,8.9,5,4.5,33.33,20.6,102.2,51
2015-04-20,2015,4,20,0,9.4,12.3,6.8,75.7,0.24,0,14.5,5,5.1,20.83,39.4,168.8,220
2015-04-21,2015,4,21,0,7.9,13,5,50.3,0,0,25.3,4,-2.3,0,48.6,292,222
2015-04-22,2015,4,22,0,5.1,8,2.5,49.8,0,0,20.6,2,-4.7,0,31.8,238.4,226
2015-04-23,2015,4,23,0,6.5,12.8,1.1,45.8,0,0,27.9,1,-5.2,0,25.6,321.1,230
2015-04-24,2015,4,24,0,8,14.4,1.5,48.5,4.2,0,21.5,5,-3.8,20.83,23.6,250,105
2015-04-25,2015,4,25,1,7,8.5,5.2,78.6,8.76,0,6.7,5,3.5,41.67,34.6,78.8,37
2015-04-26,2015,4,26,1,8.4,13.5,3.9,49.7,0,0,28.2,2,-2.2,0,30.8,325.5,18
2015-04-27,2015,4,27,0,8.9,12.8,5.3,55.2,0,0,27.8,1,0.3,0,30.2,319.8,170
2015-04-28,2015,4,28,0,9.1,14.2,3.4,59.2,0,0,27.5,2,1.2,0,20,319.9,135
2015-04-29,2015,4,29,0,10.7,16.4,5.3,56.4,0,0,26.1,2,1.9,0,22.5,302.9,188
2015-04-30,2015,4,30,0,8,10.1,5.6,63.1,0,0,25.7,2,1.4,0,31.5,299.3,218
2015-05-01,2015,5,1,0,12,18.1,4,59.2,0,0,28.1,2,3.6,0,15,324.9,152
2015-05-02,2015,5,2,1,18.8,25.2,11.6,38.7,0,0,27.8,2,3.2,0,21.6,321,19
2015-05-03,2015,5,3,1,20.3,26.4,15.2,47.8,5.46,0,24.8,5,8.1,16.67,32,283.7,36
2015-05-04,2015,5,4,0,18.5,22.6,13.4,63.9,0.62,0,15.7,5,11.4,4.17,22.2,180.8,194
2015-05-05,2015,5,5,0,11.9,14.7,10.2,83.7,21.69,0,10.2,5,8.9,37.5,21.7,120.6,193
2015-05-06,2015,5,6,0,15.5,25.2,9.7,80.7,0,0,23.1,2,11.9,0,17,266.2,188
2015-05-07,2015,5,7,0,22.3,29.4,13.2,55.4,0.29,0,26.7,5,11.7,4.17,35,307.1,176
2015-05-08,2015,5,8,0,21.9,28,19.1,75.4,10.03,0,9.2,5,17.2,33.33,34.6,105.9,191
2015-05-09,2015,5,9,1,13.7,18.7,9.1,85.9,7.32,0,19.6,5,11.4,33.33,23.1,227.9,46
2015-05-10,2015,5,10,1,10,13.4,8.2,89.9,5.35,0,13.2,5,8.3,45.83,17.5,152.7,44
2015-05-11,2015,5,11,0,15.6,20.8,9.4,79.3,4.73,0,12.9,5,11.8,33.33,35.1,150.3,140
2015-05-12,2015,5,12,0,11.4,13.5,9.6,57.9,0,0,22.7,3,3.3,0,38.1,264.5,210
2015-05-13,2015,5,13,0,8.7,11.3,6.3,61.3,0,0,29.5,2,1.6,0,23.4,341.8,183
2015-05-14,2015,5,14,0,13.6,19.1,7.1,61.8,1.68,0,14.2,5,6.1,20.83,23.1,164.6,190
2015-05-15,2015,5,15,0,20.1,25.5,15,73.5,2.96,0,25.1,5,15,16.67,23.6,290.1,114
2015-05-16,2015,5,16,1,22.2,26.7,18.6,78,0.18,0,12.1,5,18.1,8.33,20.5,141.3,82
2015-05-17,2015,5,17,1,23.8,28.3,20.2,73.4,0,0,17.2,2,18.5,0,35.1,200.9,31
2015-05-18,2015,5,18,0,21.2,26,11.2,60.8,0,0,19.5,2,12.8,0,35.1,228.5,110
2015-05-19,2015,5,19,0,9.3,11.3,6,61.3,0,0,25.8,3,2.2,0,24.8,297.9,142
2015-05-20,2015,5,20,0,7.4,9.5,5.8,60.5,0.82,0,14.1,5,-0.1,12.5,22.4,163.4,141
2015-05-21,2015,5,21,0,13.8,20.4,8,52.3,0,0,29.2,2,3.2,0,25.2,335.9,165
2015-05-22,2015,5,22,0,14.5,19.2,9.3,45,0,0,30.2,2,1.9,0,22.7,350.2,100
2015-05-23,2015,5,23,1,19.4,27.5,11.3,38.1,0,0,27.4,2,4,0,19.5,317.9,44
2015-05-24,2015,5,24,1,19.5,22.8,17.2,65.2,10.27,0,12.6,5,12.4,33.33,17.2,147.1,25
2015-05-25,2015,5,25,1,23.5,26.5,20,67.1,1.68,0,26.3,5,16.9,16.67,31,304,26
2015-05-26,2015,5,26,0,21.9,24.4,20.3,77.7,10.41,0,18.6,5,17.8,29.17,34.1,215.6,138
2015-05-27,2015,5,27,0,21,23.4,17.7,68.7,2.34,0,26.2,5,14.8,20.83,31.8,302.2,121
2015-05-28,2015,5,28,0,21.9,28,15,59.4,0,0,30.2,2,12.9,0,22.4,349.3,118
2015-05-29,2015,5,29,0,24.2,27.5,19.8,67.2,5.03,0,17.8,5,17.6,33.33,27.1,205,98
2015-05-30,2015,5,30,1,15.4,23.1,8,86.2,16.71,0,8.6,5,13.1,70.83,35.7,97.2,31
2015-05-31,2015,5,31,1,9.5,13,6.5,74.1,0.96,0,21.1,5,4.9,25,34,244.7,19
2015-06-01,2015,6,1,0,11.7,15.6,8.7,64.2,0,0,29.7,2,4.8,0,23.6,344,140
2015-06-02,2015,6,2,0,14.7,20.8,7.1,59.9,0,0,31.5,2,6.5,0,18.9,364.4,148
2015-06-03,2015,6,3,0,18.6,25.5,12.4,61.1,0,0,31.1,2,10.6,0,18,357.7,113
2015-06-04,2015,6,4,0,22.2,27.5,16,64.7,0,0,22.5,2,15.1,0,19.4,259.7,97
2015-06-05,2015,6,5,0,16.9,22.6,13.9,77.7,0,0,24.7,2,12.9,0,33.7,287.4,90
2015-06-06,2015,6,6,1,16.7,21.6,12.3,66.9,0,0,30.4,2,10.2,0,21.1,350.9,16
2015-06-07,2015,6,7,1,20.9,27.3,14.7,79.3,10.64,0,10.7,5,17.1,25,27.9,125.1,26
2015-06-08,2015,6,8,0,22.8,28.6,18.1,70.5,3.24,0,26.2,5,16.8,20.83,29.8,303.1,110
2015-06-09,2015,6,9,0,23.3,30.1,16.4,59.6,0,0,27.2,2,14.2,0,20.5,314.4,128
2015-06-10,2015,6,10,0,26.6,33.4,22.4,59.3,1.51,0,18.4,5,17.8,8.33,29.5,213.3,94
2015-06-11,2015,6,11,0,20.4,23.5,17.7,70.3,3.38,0,12.5,5,14.7,20.83,20.4,144.4,105
2015-06-12,2015,6,12,0,17.2,21.5,14.1,91.9,6.53,0,11.9,5,15.8,54.17,20.1,141.2,101
2015-06-13,2015,6,13,1,21.6,30.2,14.1,80.7,5.75,0,14.9,5,17.8,12.5,21.1,171.7,36
2015-06-14,2015,6,14,1,24.6,28.5,21.3,81.4,32.47,0,15.4,5,20.9,41.67,24.7,180.9,40
2015-06-15,2015,6,15,0,23.7,27.5,21.8,88.7,47.62,0,9.7,5,21.7,62.5,30.7,111.8,87
2015-06-16,2015,6,16,0,19.7,22.4,14.8,65.1,0.85,0,28,5,12.5,8.33,23.8,324.4,117
2015-06-17,2015,6,17,0,17.9,22,14.4,73.3,6.79,0,12.1,5,13,29.17,10.9,140.9,142
2015-06-18,2015,6,18,0,22.6,27.4,16.4,77.6,10.33,0,19.3,5,18.2,8.33,23,223.4,130
2015-06-19,2015,6,19,0,16.2,19.3,13.3,69.9,0,0,27,2,10.7,0,22.2,312.5,114
2015-06-20,2015,6,20,1,20.1,26.7,13.5,73.6,5.73,0,29.4,5,15.1,20.83,28.8,342.2,25
2015-06-21,2015,6,21,1,24.9,30,20.6,70.7,0.4,0,26.9,5,18.7,4.17,21.2,310.8,32
2015-06-22,2015,6,22,0,25.5,28.8,21.6,81.1,1.6,0,11.3,5,21.9,8.33,34.4,131,162
2015-06-23,2015,6,23,0,23.8,26.8,20.4,57.1,0,0,31.5,2,14.3,0,29.7,363.7,132
2015-06-24,2015,6,24,0,22,25.8,18,63.3,0,0,19.2,2,14.6,0,18.4,224.1,132
2015-06-25,2015,6,25,0,21.7,26.3,18.3,82.1,18.89,0,12,5,18.4,45.83,18.6,137,129
2015-06-26,2015,6,26,0,17.8,20,16.1,85.5,12.56,0,10.5,5,15.3,33.33,20,122,92
2015-06-27,2015,6,27,1,19.4,24.5,14.5,61.4,0,0,22,2,10.9,0,24.5,253.2,35
2015-06-28,2015,6,28,1,20.8,26.4,14.1,59.4,0.17,0,25.2,5,11.9,8.33,20.8,291.5,28
2015-06-29,2015,6,29,0,20.8,23.1,18.8,81.2,4.89,0,20.9,5,17.3,37.5,13.9,242.4,174
2015-06-30,2015,6,30,0,20.3,25.5,16,76.5,1.31,0,23.1,5,15.8,8.33,24,267.1,128
2015-07-01,2015,7,1,0,16.1,19.5,13.9,73.5,0,0,25.1,2,11.3,0,19.1,292.5,94
2015-07-02,2015,7,2,0,16.8,20.6,12.8,73.2,0,0,28.4,2,11.8,0,22.2,327.8,103
2015-07-03,2015,7,3,1,19.9,24.3,15.4,62.1,0,0,20,2,12,0,15.6,229.3,35
2015-07-04,2015,7,4,1,22.3,28,16.6,59.3,0,0,26.2,2,13.5,0,13.5,307,18
2015-07-05,2015,7,5,1,24.3,28.9,18,59.3,0,0,25.8,1,15.5,0,15.5,298.2,20
2015-07-06,2015,7,6,0,24.8,30.2,20.5,71.9,8.15,0,25.8,5,19.2,20.83,27.7,300.1,103
2015-07-07,2015,7,7,0,18.5,22.8,14.8,67.7,12.63,0,16,5,12,33.33,34.6,187.1,111
2015-07-08,2015,7,8,0,16.6,19.5,14,71.9,0.81,0,10.6,5,11.4,20.83,16.3,123.3,152
2015-07-09,2015,7,9,0,19,23.3,15.8,72.6,0.69,0,24.3,5,13.6,12.5,18.5,280.5,91
2015-07-10,2015,7,10,0,22,27.2,16.7,61.5,0,0,19,2,13.5,0,15.2,218.9,82
2015-07-11,2015,7,11,1,22.5,26.5,18,64.1,0.45,0,10.9,5,15.2,8.33,16,128.8,31
2015-07-12,2015,7,12,1,23.9,28,20.5,74.2,1.35,0,26,5,18.8,8.33,16.7,300.9,21
2015-07-13,2015,7,13,0,25.5,30.5,20.9,72.8,13.7,0,22.2,5,20.1,29.17,27.6,256.2,101
2015-07-14,2015,7,14,0,23.6,27.5,17.9,68.3,0,0,27.5,2,17.3,0,28.8,316.7,154
2015-07-15,2015,7,15,0,19.6,23.8,16.3,57.6,0,0,29.2,2,10.7,0,23.1,338.4,101
2015-07-16,2015,7,16,0,20.5,25.2,16.7,74.4,15.12,0,18.3,5,15.7,37.5,24.5,213.9,182
2015-07-17,2015,7,17,0,27.6,33.2,22.8,72.1,2.8,0,23.4,5,21.8,16.67,17.3,273.5,127
2015-07-18,2015,7,18,1,26.9,31.9,24.1,73.5,6.55,0,12.2,5,21.7,12.5,26.7,140.3,20
2015-07-19,2015,7,19,1,27.1,30.5,23.4,64.8,0,0,26.2,2,19.5,0,24.9,303.4,18
2015-07-20,2015,7,20,0,24.9,30.4,19.3,63.5,0,0,22.5,2,17.2,0,21.7,260.5,113
2015-07-21,2015,7,21,0,24.2,27.2,20.6,51,0,0,29.9,2,13,0,17.7,345.8,148
2015-07-22,2015,7,22,0,24,28,19.3,50.1,0,0,19.3,2,12.5,0,16.3,222.9,149
2015-07-23,2015,7,23,0,24.9,29.1,19.5,51.9,0,0,29.1,2,13.9,0,15.3,338.1,88
2015-07-24,2015,7,24,0,25.7,29.5,20.6,55.6,0.1,0,26.1,5,15.8,4.17,26.9,302.3,128
2015-07-25,2015,7,25,1,26.6,32.6,23,66.9,0.02,0,20.9,5,19.8,4.17,23.9,240.8,19
2015-07-26,2015,7,26,1,24.6,27,20.6,66.1,0,0,21.4,2,17.8,0,14.5,247.9,20
2015-07-27,2015,7,27,0,26.4,31.3,21.4,62.1,0,0,25.2,2,18,0,23.4,292.6,109
2015-07-28,2015,7,28,0,28,33,22.3,62.1,0,0,22.6,2,19.8,0,20,262.8,98
2015-07-29,2015,7,29,0,27.6,31.7,24.3,56.5,1.18,0,17.8,5,17,4.17,27.4,206.3,101
2015-07-30,2015,7,30,0,26.4,31.5,20,45.4,0,0,29.1,1,12.9,0,26.3,336.8,75
2015-07-31,2015,7,31,0,26.2,31.1,21,44.6,0,0,28.7,2,12.3,0,33.6,333.2,55
2015-08-01,2015,8,1,1,25.4,30.8,18.8,47.5,0,0,28,2,13.1,0,24.3,324,16
2015-08-02,2015,8,2,1,28.1,33.7,22.6,59.3,2.71,0,20,5,18.9,8.33,37.8,231.3,22
2015-08-03,2015,8,3,0,24.1,28.1,20.3,55.9,20.08,0,28.5,5,13.4,4.17,24.7,330.1,96
2015-08-04,2015,8,4,0,23.4,28.3,17.6,52,0,0,28.3,2,12.3,0,24.6,327.9,68
2015-08-05,2015,8,5,0,23.6,27.9,18.1,56.4,0,0,26.3,2,13.7,0,19.9,304,88
2015-08-06,2015,8,6,0,23.9,28.2,20.5,62.5,0,0,25.8,2,15.8,0,20.3,297.8,60
2015-08-07,2015,8,7,0,24.6,28.6,19.7,54.3,0,0,26.9,2,14.3,0,21.1,310.8,54
2015-08-08,2015,8,8,1,24.5,28,21.5,65.6,0,0,17.3,2,17.5,0,16.5,200.1,22
2015-08-09,2015,8,9,1,23.5,27.2,20.8,75.6,0,0,12.4,3,18.8,0,13.8,142.3,21
2015-08-10,2015,8,10,0,24.8,28.7,22.3,73.6,4.65,0,22.6,5,19.6,16.67,20.6,264.7,87
2015-08-11,2015,8,11,0,23.2,27,19.8,63.8,0,0,26.1,2,15.6,0,24.9,302.9,70
2015-08-12,2015,8,12,0,22.1,25.6,17.7,63.3,0,0,26.7,2,14.7,0,14.9,308.5,87
2015-08-13,2015,8,13,0,24.5,29.2,19.1,60.1,0.04,0,16.8,5,15.9,4.17,25.8,194.2,72
2015-08-14,2015,8,14,0,26.3,32.1,21.8,65.5,4.31,0,13.6,5,19.2,12.5,19.7,156,66
2015-08-15,2015,8,15,1,25.1,31.3,21,73.5,4.21,0,25.2,5,19.9,29.17,17,292.8,23
2015-08-16,2015,8,16,1,27.2,31.9,22.4,66.1,0,0,25.6,2,19.8,0,24.5,294.4,9
2015-08-17,2015,8,17,0,26.2,31.6,21.9,67.8,7.63,0,22.4,5,19.5,16.67,23.6,259.6,129
2015-08-18,2015,8,18,0,23.8,28.6,20.8,76.8,19.86,0,19.8,5,19.3,41.67,22.3,229.1,88
2015-08-19,2015,8,19,0,22.2,25.1,18.4,67.5,0.22,0,22.9,5,15.6,4.17,30.1,263.5,83
2015-08-20,2015,8,20,0,19.4,23.6,15.9,59.4,0,0,26.7,2,10.7,0,32.4,306.8,76
2015-08-21,2015,8,21,0,22.2,28.2,14.8,56.6,0,0,24.2,2,12.6,0,22.7,282.1,63
2015-08-22,2015,8,22,1,23.4,27.5,18.1,53.7,0,0,24,2,13,0,29.9,277.9,12
2015-08-23,2015,8,23,1,22.5,25.3,19.7,61.3,0.77,0,19.6,5,14.4,12.5,29.9,225.9,10
2015-08-24,2015,8,24,0,18.8,23.5,13.6,53.2,0,0,26,2,8.6,0,34.7,301.8,81
2015-08-25,2015,8,25,0,18.2,22.3,16.2,57.7,0,0,22.4,3,9.6,0,18.1,262.6,83
2015-08-26,2015,8,26,0,17.4,19.1,15.2,66.7,0,0,17.2,3,11.1,0,13.5,198.1,67
2015-08-27,2015,8,27,0,18.3,23.6,13.2,66.9,0,0,22.9,2,11.7,0,18.8,265.8,77
2015-08-28,2015,8,28,0,20.3,23.3,15.9,70,0,0,10.6,2,14.5,0,13.7,122,97
2015-08-29,2015,8,29,1,20.6,23.1,18.3,81.6,12.81,0,10.8,5,17.3,62.5,14.8,126.6,19
2015-08-30,2015,8,30,1,21.1,24.8,18.9,80.4,0,0,22,2,17.5,0,12.5,255.9,18
2015-08-31,2015,8,31,0,23.8,29.6,18,74.6,0,0,20.7,2,18.6,0,11.9,238.5,72
2015-09-01,2015,9,1,0,27,31.5,22.4,72,0,0,20.3,2,21.3,0,22.9,236.8,46
2015-09-02,2015,9,2,0,27.7,32.6,23,65.2,0,0,18.1,2,20.2,0,20.5,208.5,76
2015-09-03,2015,9,3,0,27.5,33.2,23.2,64.2,0,0,14.4,2,19.8,0,23.1,165.1,72
2015-09-04,2015,9,4,0,24.2,28.9,21.6,74.3,0,0,12.7,2,19.2,0,22,146.7,99
2015-09-05,2015,9,5,1,25.2,29.6,22.3,71.7,0.35,0,10.9,5,19.5,4.17,18.5,125.9,12
2015-09-06,2015,9,6,1,28.4,34,23,57.1,0,0,21.6,2,18.6,0,21.3,252.1,11
2015-09-07,2015,9,7,1,28.2,31.1,24.8,59.9,0,0,15.8,2,19.6,0,19.8,182.5,16
2015-09-08,2015,9,8,0,25,28.9,21.6,78.3,23.99,0,14.9,5,20.8,45.83,24,172.6,53
2015-09-09,2015,9,9,0,21.5,24.7,18,67.9,0.41,0,13.1,5,14.8,4.17,20.8,150.4,110
2015-09-10,2015,9,10,0,18.2,23.7,15.1,77,5.23,0,14,5,13.9,20.83,18.3,163.4,68
2015-09-11,2015,9,11,0,16.8,19.2,14.3,75.8,5.67,0,10.6,5,12.3,29.17,30.8,122.3,59
2015-09-12,2015,9,12,1,14.5,18.1,11.9,64.1,2.68,0,15.9,5,7.4,16.67,27.2,184.2,16
2015-09-13,2015,9,13,1,15.9,21,10.1,57.4,0,0,22.5,2,6.9,0,20.1,260.5,9
2015-09-14,2015,9,14,0,20.4,28.2,12.7,52.6,0,0,21.7,2,9.9,0,30.1,251.7,84
2015-09-15,2015,9,15,0,22.9,28.5,18.3,49.1,0,0,21.5,2,11.1,0,26.7,247.8,72
2015-09-16,2015,9,16,0,22.7,28.6,16.2,50.4,0,0,21.2,1,11.5,0,28.9,244.1,81
2015-09-17,2015,9,17,0,23.5,29.7,18.1,62.2,8.01,0,17.3,5,15.7,29.17,27,201.2,67
2015-09-18,2015,9,18,0,22.3,24.9,19.9,84.9,46.35,0,11,5,19.6,54.17,25.4,126.5,53
2015-09-19,2015,9,19,1,18.2,21.4,14.7,69.1,21.5,0,21.1,5,11.9,20.83,26.3,244.1,21
2015-09-20,2015,9,20,1,16.6,21.7,11.6,65.6,0,0,20,2,9.6,0,13.6,233.7,13
2015-09-21,2015,9,21,0,17.5,22.6,12.8,62.8,0,0,21,1,9.7,0,18.4,243.3,79
2015-09-22,2015,9,22,0,19.8,26.5,13.5,58.4,0,0,20.3,2,10.5,0,11.7,234.1,72
2015-09-23,2015,9,23,0,20.8,26.1,15.8,56.3,0,0,20.5,2,11.1,0,19.1,235.7,75
2015-09-24,2015,9,24,0,20.1,24.8,16.1,66.8,0,0,17.3,2,13.6,0,17.5,199.2,65
2015-09-25,2015,9,25,0,19.9,23.1,17.1,74.3,0,0,18.7,2,15.1,0,23.8,216.6,95
2015-09-26,2015,9,26,1,20.4,23.6,15.8,67.6,0,0,15.9,2,14,0,21.5,185.8,20
2015-09-27,2015,9,27,1,20.6,23.6,18.7,73.3,0,0,14.6,2,15.6,0,15.1,169.5,17
2015-09-28,2015,9,28,0,22.5,26,19.4,74,0,0,17.4,3,17.5,0,13.3,199.8,69
2015-09-29,2015,9,29,0,17.4,22.3,14.3,77.2,2.49,0,9,5,13.4,16.67,30.7,104.9,71
2015-09-30,2015,9,30,0,14.6,16.3,13.3,57.9,0,0,19.7,2,6.3,0,35.8,228,60
2015-10-01,2015,10,1,0,13.6,15,12.1,57.2,0,0,19.4,2,5.2,0,42.1,224.5,84
2015-10-02,2015,10,2,0,13.3,16,11.6,56,0,0,16,2,4.6,0,41.9,185.5,59
2015-10-03,2015,10,3,1,10.9,12.5,9.6,65.7,0.94,0,8.7,5,4.5,25,35,102.7,22
2015-10-04,2015,10,4,1,12.5,14.6,10.4,80,0,0,8.7,3,9.1,0,26.3,100.7,3
2015-10-05,2015,10,5,0,14.5,15.9,13.6,85.7,0,0,13.5,3,12.1,0,16.9,156.7,54
2015-10-06,2015,10,6,0,16,20.3,13.8,78.9,0,0,10.6,2,12.1,0,12.4,123.1,63
2015-10-07,2015,10,7,0,16.6,21.6,14,76.2,0,0,15.3,2,12.2,0,21,177,75
2015-10-08,2015,10,8,0,18.6,25.2,12,66.9,0.39,0,16.3,5,11.9,8.33,25.7,191.5,50
2015-10-09,2015,10,9,0,14.8,19.4,11.3,68.7,0,0,10.1,2,9,0,25.6,118.6,75
2015-10-10,2015,10,10,1,12.9,18.5,6.8,65.2,0,0,17.4,2,6,0,18.6,201.9,20
